Location_name,Item_type,x,y,z,Friendly Name,Description,Map View,Location Name,Region,Notes,Accesibility (Vanilla/First),Alternatives,"Ideas, Communication"
Coin353,CoinItem,-24792.23633,-39251.70703,1834.565063,Coin,Coin_C,SupraMap,,,,,,
Coin354_14846,CoinItem,-30072.13281,-29372.46289,3750.042969,Coin,Coin_C,SupraMap,,,,,,
Coin355_14865,CoinItem,-30072.13281,-29372.46289,3950.946289,Coin,Coin_C,SupraMap,,,,,,
Coin356_21362,CoinItem,-9706.832031,468.1473083,-146.5745697,Coin,Coin_C,SupraMap,at door to Farm,Before_Chapel,,,,
Coin357,CoinItem,-9808.673828,482.6990662,-146.3278961,Coin,Coin_C,SupraMap,at door to Farm,Before_Chapel,,,,
Coin358,CoinItem,-9663.112305,268.5699768,-162.1358185,Coin,Coin_C,SupraMap,at door to Farm,Before_Chapel,,,,
Coin359,CoinItem,-9787.986328,299.4446411,-155.6180878,Coin,Coin_C,SupraMap,at door to Farm,Before_Chapel,,,,
Coin35_861,CoinItem,8687.797852,-23696.21484,1371.024414,Coin,Coin_C,SupraMap,Coin in air at switch,Desert1,,HeightIncrease1,Desert2Access,
Coin360,CoinItem,-47863.34375,19494.42773,1844.966064,Coin,Coin_C,SupraMap,on block,Under_Cactus,,HeightIncrease10,,
Coin361_3,CoinItem,28485,22589,741,Coin,Coin_C,SupraMap,coin house,Blueville,,HeightIncrease3 & ForceBeam2,,
Coin362_5,CoinItem,28485,22448,741,Coin,Coin_C,SupraMap,coin house,Blueville,,HeightIncrease3 & ForceBeam2,,
Coin363,CoinItem,-48437.51172,-49115.28125,-1779.37793,Coin,Coin_C,SupraMap,next to purple rings,Blue_Crystal_Inside,,,,
Coin364,CoinItem,-48342.69141,-49066.16016,-1779.37793,Coin,Coin_C,SupraMap,next to purple rings,Blue_Crystal_Inside,,,,
Coin365,CoinItem,-48249.35938,-49000.34375,-1779.37793,Coin,Coin_C,SupraMap,next to purple rings,Blue_Crystal_Inside,,,,
Coin366,CoinItem,-52157.50391,-43100.70313,-1779.381104,Coin,Coin_C,SupraMap,next to switch,Blue_Crystal_Inside,,,,
Coin367,CoinItem,-51993.92578,-43100.70313,-1779.381104,Coin,Coin_C,SupraMap,next to switch,Blue_Crystal_Inside,,,,
Coin368,CoinItem,-52164.42578,-43309.22266,-1779.381104,Coin,Coin_C,SupraMap,next to switch,Blue_Crystal_Inside,,,,
Coin369,CoinItem,-54316.98047,-51845.55469,-1615.48584,Coin,Coin_C,SupraMap,,,,,,
Coin36_14561,CoinItem,5642.786133,-31040.97461,-53.98083496,Coin,Coin_C,SupraMap,Coin on ledge,Desert1,,HeightIncrease2,,
Coin370,CoinItem,-54446.9375,-51781.09375,-1615.48584,Coin,Coin_C,SupraMap,,,,,,
Coin371,CoinItem,-48833.34766,-44750.43359,-104.5882568,Coin,Coin_C,SupraMap,big cirlce in attic,Blue_Crystal_Inside,,BuyBelt_C,,
Coin372,CoinItem,-49285.0625,-45123.97656,-104.5883179,Coin,Coin_C,SupraMap,big cirlce in attic,Blue_Crystal_Inside,,BuyBelt_C,,
Coin373,CoinItem,-49646.42969,-45163.58984,-104.5883179,Coin,Coin_C,SupraMap,big cirlce in attic,Blue_Crystal_Inside,,BuyBelt_C,,
Coin374,CoinItem,-49841.85156,-44978.71875,-104.5883179,Coin,Coin_C,SupraMap,big cirlce in attic,Blue_Crystal_Inside,,BuyBelt_C,,
Coin375,CoinItem,-49804.15234,-44562.68359,-104.5883179,Coin,Coin_C,SupraMap,big cirlce in attic,Blue_Crystal_Inside,,BuyBelt_C,,
Coin376,CoinItem,-49783.23047,-44338.58594,-104.5883179,Coin,Coin_C,SupraMap,big cirlce in attic,Blue_Crystal_Inside,,BuyBelt_C,,
Coin377,CoinItem,-49727.90625,-43935.77734,-104.5883179,Coin,Coin_C,SupraMap,big cirlce in attic,Blue_Crystal_Inside,,BuyBelt_C,,
Coin378,CoinItem,-49514.02734,-43622.88281,-104.5883179,Coin,Coin_C,SupraMap,big cirlce in attic,Blue_Crystal_Inside,,BuyBelt_C,,
Coin379,CoinItem,-49141.21484,-43411.14063,-104.5883179,Coin,Coin_C,SupraMap,big cirlce in attic,Blue_Crystal_Inside,,BuyBelt_C,,
Coin37_2354,CoinItem,10970,-14645,-175,Coin,Coin_C,SupraMap,On low rock,Desert2,,,,
Coin38,CoinItem,13244,-17461,27,Coin,Coin_C,SupraMap,circle in corner,Desert2,,,,
Coin380,CoinItem,-48868.99609,-43407.22656,-104.5883179,Coin,Coin_C,SupraMap,big cirlce in attic,Blue_Crystal_Inside,,BuyBelt_C,,
Coin381,CoinItem,-48554.69922,-43422.34766,-104.5883179,Coin,Coin_C,SupraMap,big cirlce in attic,Blue_Crystal_Inside,,BuyBelt_C,,
Coin382,CoinItem,-48242.14844,-43532.44531,-104.5883179,Coin,Coin_C,SupraMap,big cirlce in attic,Blue_Crystal_Inside,,BuyBelt_C,,
Coin383,CoinItem,-47981.90625,-43828.63281,-104.5883179,Coin,Coin_C,SupraMap,big cirlce in attic,Blue_Crystal_Inside,,BuyBelt_C,,
Coin384,CoinItem,-47941.41406,-44266.76563,-104.5883179,Coin,Coin_C,SupraMap,big cirlce in attic,Blue_Crystal_Inside,,BuyBelt_C,,
Coin385,CoinItem,-47933.05078,-44749.01953,-104.5883179,Coin,Coin_C,SupraMap,big cirlce in attic,Blue_Crystal_Inside,,BuyBelt_C,,
Coin386,CoinItem,-47940.09766,-45136.39844,-104.5883179,Coin,Coin_C,SupraMap,big cirlce in attic,Blue_Crystal_Inside,,BuyBelt_C,,
Coin387,CoinItem,-48080.94141,-45493.80078,-104.5883179,Coin,Coin_C,SupraMap,big cirlce in attic,Blue_Crystal_Inside,,BuyBelt_C,,
Coin388,CoinItem,-48509.78125,-45493.80078,-104.5883179,Coin,Coin_C,SupraMap,big cirlce in attic,Blue_Crystal_Inside,,BuyBelt_C,,
Coin389,CoinItem,-48618.27734,-45259.91797,-104.5883179,Coin,Coin_C,SupraMap,big cirlce in attic,Blue_Crystal_Inside,,BuyBelt_C,,
Coin39,CoinItem,13369,-17492,65,Coin,Coin_C,SupraMap,circle in corner,Desert2,,,,
Coin390,CoinItem,-48741.01563,-44976.125,-104.5883179,Coin,Coin_C,SupraMap,big cirlce in attic,Blue_Crystal_Inside,,BuyBelt_C,,
Coin391,CoinItem,-49075.49219,-44933.25,-104.5882568,Coin,Coin_C,SupraMap,big cirlce in attic,Blue_Crystal_Inside,,BuyBelt_C,,
Coin392,CoinItem,-31336.49805,-10034.92578,70.04165649,Coin,Coin_C,SupraMap,on top of rocks,After_Chapel1,,Coin281,,
Coin393,CoinItem,-31527.3457,-10190.65039,70.04165649,Coin,Coin_C,SupraMap,on top of rocks,After_Chapel1,,Coin281,,
Coin394,CoinItem,3026.860107,-31052.63477,62.84524536,Coin,Coin_C,SupraMap,Coin cluster at purple puzzle,Desert1,Check with HeightIncrease2,BuyForceBlock_C,HeightIncrease3,
Coin395,CoinItem,-52997.30078,-47437.10156,-92.32130432,Coin,Coin_C,SupraMap,coin inside metal pipe,Blue_Crystal_Inside,,BuyBelt_C,,
Coin396,CoinItem,-53098.01953,-47437.10156,-92.3212738,Coin,Coin_C,SupraMap,coin inside metal pipe,Blue_Crystal_Inside,,BuyBelt_C,,
Coin397,CoinItem,-53187.61719,-47437.10156,-92.32128906,Coin,Coin_C,SupraMap,coin inside metal pipe,Blue_Crystal_Inside,,BuyBelt_C,,
Coin398,CoinItem,-53295.21484,-47437.10156,-92.32128906,Coin,Coin_C,SupraMap,coin inside metal pipe,Blue_Crystal_Inside,,BuyBelt_C,,
Coin399,CoinItem,-51165.18359,-43858.51172,1251.806274,Coin,Coin_C,SupraMap,in chest in attic,Blue_Crystal_Inside,,BuyBelt_C,,
Coin4,CoinItem,7218.018555,-27793.92578,345.0584717,Coin,Coin_C,SupraMap,Coin at double jump,Desert1,,HeightIncrease2,,
Coin400,CoinItem,-51116.89844,-43778.30078,1251.806274,Coin,Coin_C,SupraMap,in chest in attic,Blue_Crystal_Inside,,BuyBelt_C,,
Coin401,CoinItem,-51050.05859,-43814.83984,1251.806274,Coin,Coin_C,SupraMap,in chest in attic,Blue_Crystal_Inside,,BuyBelt_C,,
Coin402,CoinItem,-51105.39453,-43896.67969,1251.806274,Coin,Coin_C,SupraMap,in chest in attic,Blue_Crystal_Inside,,Chest144 and BuyBelt_C and BuyForceCube_C,,
Coin403,CoinItem,-29489.00781,-10838.89258,-1058.74585,Coin,Coin_C,SupraMap,on stone ledge,After_Chapel1,,,,
Coin404,CoinItem,-29188.33789,-10749.00488,-1065.5271,Coin,Coin_C,SupraMap,on stone ledge,After_Chapel1,,,,
Coin405,CoinItem,1313.702271,-11954.87012,-6632.335938,Coin,Coin_C,SupraMap,on cave floor,After_Chapel3,,,,
Coin406,CoinItem,1153.112061,-12227.86133,-6714.805664,Coin,Coin_C,SupraMap,on cave floor,After_Chapel3,,,,
Coin407,CoinItem,1237.031616,-11603.55371,-6713.335938,Coin,Coin_C,SupraMap,on cave floor,After_Chapel3,,,,
Coin408,CoinItem,1421.80127,-27213.53516,1972.619507,Coin,Coin_C,SupraMap,high next to central structure,Desert1,,Chest71 & HeightIncrease2,,
Coin409,CoinItem,1269.336182,-27143.57813,2013.630615,Coin,Coin_C,SupraMap,high next to central structure,Desert1,,Chest71 & HeightIncrease2,,
Coin40_6515,CoinItem,10440,-14820,-80,Coin,Coin_C,SupraMap,On central rock,Desert2,,,,
Coin410,CoinItem,1560.833862,-26923.41406,1970.011841,Coin,Coin_C,SupraMap,high next to central structure,Desert1,,Chest71 & HeightIncrease2,,
Coin411,CoinItem,21681.46484,-23735.37109,1438.757568,Coin,Coin_C,SupraMap,next to piston puzzle,Red_Crystal,,Coin225,,
Coin412,CoinItem,-50438.08984,-45315.97656,1974.283081,Coin,Coin_C,SupraMap,below Map,Blue_Crystal_After_Gate,,BuyBelt_C,,
Coin413,CoinItem,-50183.94531,-45315.97656,1974.283203,Coin,Coin_C,SupraMap,below Map,Blue_Crystal_After_Gate,,BuyBelt_C,,
Coin414,CoinItem,-49905.25391,-45315.97656,1974.283203,Coin,Coin_C,SupraMap,below Map,Blue_Crystal_After_Gate,,BuyBelt_C,,
Coin415,CoinItem,-49580.01953,-45315.97656,1974.283203,Coin,Coin_C,SupraMap,below Map,Blue_Crystal_After_Gate,,BuyBelt_C,,
Coin416,CoinItem,-49187.65625,-45315.97656,1974.283203,Coin,Coin_C,SupraMap,below Map,Blue_Crystal_After_Gate,,BuyBelt_C,,
Coin417,CoinItem,-58914.80078,-45381.57031,2143.383301,Coin,Coin_C,SupraMap,in Belt House,Blue_Crystal_Inside,,BuyBelt_C or (BuyForceCube_C and ProgGun and HeightIncrease4),,
Coin418,CoinItem,-58914.80078,-45381.57031,2012.549072,Coin,Coin_C,SupraMap,in Belt House,Blue_Crystal_Inside,,BuyBelt_C or (BuyForceCube_C and ProgGun and HeightIncrease4),,
Coin419,CoinItem,-58914.80078,-45381.57031,1839.117554,Coin,Coin_C,SupraMap,in Belt House,Blue_Crystal_Inside,,BuyBelt_C or (BuyForceCube_C and ProgGun and HeightIncrease4),,
Coin41_3103,CoinItem,17298.56445,-23602.12695,2419.971436,Coin,Coin_C,SupraMap,on passage house,Red_Crystal,,Coin225,,
Coin420,CoinItem,-58914.80078,-45381.57031,1668.650391,Coin,Coin_C,SupraMap,in Belt House,Blue_Crystal_Inside,,BuyBelt_C or (BuyForceCube_C and ProgGun and HeightIncrease4),,
Coin421,CoinItem,-58914.80078,-45381.57031,1527.885132,Coin,Coin_C,SupraMap,in Belt House,Blue_Crystal_Inside,,BuyBelt_C or (BuyForceCube_C and ProgGun and HeightIncrease4),,
Coin422,CoinItem,-31559.77734,-21177.29102,-615.6833496,Coin,Coin_C,SupraMap,stomp parkour,After_Chapel4,,HeightIncrease4,,
Coin423,CoinItem,-31746.23633,-21838.67383,-661.6296387,Coin,Coin_C,SupraMap,stomp parkour,After_Chapel4,,HeightIncrease4,,
Coin424,CoinItem,-31533.1875,-22419.2207,-599.0050049,Coin,Coin_C,SupraMap,stomp parkour,After_Chapel4,,HeightIncrease4,,
Coin425,CoinItem,-31457.81445,-20337.23438,-627.1070557,Coin,Coin_C,SupraMap,stomp parkour,After_Chapel4,,HeightIncrease4,,
Coin426,CoinItem,-31297.84375,-19355.55078,-656.9020386,Coin,Coin_C,SupraMap,stomp parkour,After_Chapel4,,HeightIncrease4,,
Coin427,CoinItem,-31916.53516,39335.36719,-2980.988037,Coin,Coin_C,SupraMap,in hidden nook,Purple_Crystal,,RedPlankItems & ForceBeam & HeightIncrease4,,
Coin428,CoinItem,-31916.53516,39494.54688,-2980.988037,Coin,Coin_C,SupraMap,in hidden nook,Purple_Crystal,,RedPlankItems & ForceBeam & HeightIncrease4,,
Coin429,CoinItem,-31916.53516,39668.81641,-2980.987793,Coin,Coin_C,SupraMap,in hidden nook,Purple_Crystal,,RedPlankItems & ForceBeam & HeightIncrease4,,
Coin42_18483,CoinItem,-24792.23633,-39251.70703,1093.531982,Coin,Coin_C,SupraMap,,,,,,
Coin430,CoinItem,-51263.61328,37328.03906,646.0866699,Coin,Coin_C,SupraMap,beneath glass,Carrot_Town,,,,
Coin431,CoinItem,-50940.30078,37325.21875,575.4761963,Coin,Coin_C,SupraMap,beneath glass,Carrot_Town,,,,
Coin432,CoinItem,-50708.74219,37331.40234,552.482666,Coin,Coin_C,SupraMap,beneath glass,Carrot_Town,,,,
Coin433,CoinItem,-49537.51172,38654.87109,1347.72876,Coin,Coin_C,SupraMap,next to tree,Carrot_Town,,ForceBeam & HeightIncrease4,,
Coin434,CoinItem,-49537.51172,38792.07422,1347.72876,Coin,Coin_C,SupraMap,,,,,,
Coin435,CoinItem,-49537.51172,38931.5625,1347.72876,Coin,Coin_C,SupraMap,,,,,,
Coin436,CoinItem,-49537.51172,39095.15625,1347.72876,Coin,Coin_C,SupraMap,,,,,,
Coin437,CoinItem,-42845.50391,58352.32813,813.949707,Coin,Coin_C,SupraMap,at bottom of laser puzzle,Carrot_Town,,ForceBeam & Cube,,
Coin438,CoinItem,-42587.75,58352.32813,813.949707,Coin,Coin_C,SupraMap,at bottom of laser puzzle,Carrot_Town,,ForceBeam & Cube,,
Coin439,CoinItem,-42352.78906,58352.32813,813.949707,Coin,Coin_C,SupraMap,at bottom of laser puzzle,Carrot_Town,,ForceBeam & Cube,,
Coin43_18893,CoinItem,-24792.23633,-39251.70703,1208.725342,Coin,Coin_C,SupraMap,,,,,,
Coin440,CoinItem,-42174.74219,58352.32813,813.949707,Coin,Coin_C,SupraMap,at bottom of laser puzzle,Carrot_Town,,ForceBeam & Cube,,
Coin441,CoinItem,-41983,58352.32813,813.949707,Coin,Coin_C,SupraMap,at bottom of laser puzzle,Carrot_Town,,ForceBeam & Cube,,
Coin442,CoinItem,-44195.76563,56764.01563,3270.32666,Coin,Coin_C,SupraMap,on top of laser puzzle,Carrot_Town,,ForceBeam & Cube & Belt & HeightIncrease4,,
Coin443,CoinItem,-44309.85938,56870.87109,3270.32666,Coin,Coin_C,SupraMap,on top of laser puzzle,Carrot_Town,,ForceBeam & Cube & Belt & HeightIncrease4,,
Coin444,CoinItem,-44407.25,57007.12891,3270.32666,Coin,Coin_C,SupraMap,on top of laser puzzle,Carrot_Town,,ForceBeam & Cube & Belt & HeightIncrease4,,
Coin445_10988,CoinItem,-9636.098633,44812.28516,211.4684448,Coin,Coin_C,SupraMap,beyond chasm,Before_Purple,,ForceBeam & HeightIncrease5,,
Coin446_12368,CoinItem,-9405.442383,44761.26172,276.2567139,Coin,Coin_C,SupraMap,beyond chasm,Before_Purple,,ForceBeam & HeightIncrease5,,
Coin447_13523,CoinItem,-9182.012695,44677.47656,361.744812,Coin,Coin_C,SupraMap,beyond chasm,Before_Purple,,ForceBeam & HeightIncrease5,,
Coin448,CoinItem,-10868.33496,17566.37695,1994.494873,Coin,Coin_C,SupraMap,next to extendable pole,After_Rattlehag,,ForceBeam & ProgGun & BuyBelt_C,,
Coin449,CoinItem,-10895.09863,17147.19141,1991.738159,Coin,Coin_C,SupraMap,next to extendable pole,After_Rattlehag,,ForceBeam & ProgGun & BuyBelt_C,,
Coin44_18983,CoinItem,-24792.23633,-39251.70703,1316.713501,Coin,Coin_C,SupraMap,,,,,,
Coin450,CoinItem,-10505.60938,17388.31445,1991.738159,Coin,Coin_C,SupraMap,next to extendable pole,After_Rattlehag,,ForceBeam & ProgGun & BuyBelt_C,,
Coin451,CoinItem,-11346.9707,17377.95898,1991.738159,Coin,Coin_C,SupraMap,next to extendable pole,After_Rattlehag,,ForceBeam & ProgGun & BuyBelt_C,,
Coin452,CoinItem,-7395.763184,29506.66797,456.2833557,Coin,Coin_C,SupraMap,in door frame,After_Rattlehag,,BuyBelt_C or (ForceBeam3 & BuyForceCube_C),,
Coin453,CoinItem,-7395.763184,29506.66797,531.0938721,Coin,Coin_C,SupraMap,in door frame,After_Rattlehag,,BuyBelt_C or (ForceBeam3 & BuyForceCube_C),,
Coin454,CoinItem,-7395.763184,29506.66797,607.8909912,Coin,Coin_C,SupraMap,in door frame,After_Rattlehag,,BuyBelt_C or (ForceBeam3 & BuyForceCube_C),,
Coin455,CoinItem,-8572.140625,29506.66797,456.2833557,Coin,Coin_C,SupraMap,in door frame,After_Rattlehag,,BuyBelt_C or (ForceBeam3 & BuyForceCube_C),,
Coin456,CoinItem,-8572.140625,29506.66797,531.0938721,Coin,Coin_C,SupraMap,in door frame,After_Rattlehag,,BuyBelt_C or (ForceBeam3 & BuyForceCube_C),,
Coin457,CoinItem,-8572.140625,29506.66797,607.8909912,Coin,Coin_C,SupraMap,in door frame,After_Rattlehag,,BuyBelt_C or (ForceBeam3 & BuyForceCube_C),,
Coin458,CoinItem,8940,15010,1000,Coin,Coin_C,SupraMap,outside structure,Rattlehag,,BuyBelt_C or GunCoin,,
Coin459,CoinItem,8940,14890,1000,Coin,Coin_C,SupraMap,outside structure,Rattlehag,,BuyBelt_C or GunCoin,,
Coin45_19145,CoinItem,-24792.23633,-39251.70703,1426.402832,Coin,Coin_C,SupraMap,outside structure,Rattlehag,,BuyBelt_C or GunCoin,,
Coin46,CoinItem,12320,-15380,840,Coin,Coin_C,SupraMap,On big rock,Desert2,,HeightIncrease2,,
Coin460,CoinItem,8940,14770,1000,Coin,Coin_C,SupraMap,,,,,,
Coin461,CoinItem,-49063.88281,59445.89844,1176.637451,Coin,Coin_C,SupraMap,on top of plank,Carrot_Town,,ForceBeam,,
Coin462,CoinItem,-51655.41016,56589.61719,1756.16394,Coin,Coin_C,SupraMap,on top of block,Carrot_Town,,ForceBeam,,
Coin463,CoinItem,-51523.16797,56589.61719,1756.16394,Coin,Coin_C,SupraMap,on top of block,Carrot_Town,,ForceBeam,,
Coin464,CoinItem,-51394.25781,56589.61719,1756.16394,Coin,Coin_C,SupraMap,on top of block,Carrot_Town,,ForceBeam,,
Coin465,CoinItem,-52983.40625,54603.10547,2307.729492,Coin,Coin_C,SupraMap,past small shower,Carrot_Town,,ForceBeam,,
Coin466,CoinItem,-53185.33984,54603.10547,2307.729492,Coin,Coin_C,SupraMap,past small shower,Carrot_Town,,ForceBeam,,
Coin467,CoinItem,-53367.73047,54603.10547,2307.729492,Coin,Coin_C,SupraMap,past small shower,Carrot_Town,,ForceBeam,,
Coin468,CoinItem,-44672.78516,59635.15234,737.9418945,Coin,Coin_C,SupraMap,hidden behind block,Carrot_Town,,RedPlankItems,,
Coin469,CoinItem,-44298.67969,59633.53516,766.4943848,Coin,Coin_C,SupraMap,hidden behind block,Carrot_Town,,RedPlankItems,,
Coin47,CoinItem,12850,-15140,630,Coin,Coin_C,SupraMap,On big rock,Desert2,,HeightIncrease2,,
Coin470_17480,CoinItem,-44450.87891,59633.53516,766.4943848,Coin,Coin_C,SupraMap,hidden behind block,Carrot_Town,,RedPlankItems,,
Coin471,CoinItem,-44588.24609,59635.15234,747.3948975,Coin,Coin_C,SupraMap,hidden behind block,Carrot_Town,,RedPlankItems,,
Coin472,CoinItem,-44214.14063,59633.53516,775.9473877,Coin,Coin_C,SupraMap,hidden behind block,Carrot_Town,,RedPlankItems,,
Coin473,CoinItem,-44366.33984,59633.53516,775.9473877,Coin,Coin_C,SupraMap,hidden behind block,Carrot_Town,,RedPlankItems,,
Coin474,CoinItem,-50985.53516,56037.08984,2358.030762,Coin,Coin_C,SupraMap,next to small shower,Carrot_Town,,ForceBeam,,
Coin475,CoinItem,-28036.5957,-41495.07422,-1170,Coin,Coin_C,SupraMap,behind crate in lockerroom,Suprafield,,BuyGunAlt_478,,
Coin476,CoinItem,-50985.53516,55766.64844,2358.030762,Coin,Coin_C,SupraMap,next to small shower,Carrot_Town,,ForceBeam,,
Coin477,CoinItem,-44672.78516,59547.35938,737.9418945,Coin,Coin_C,SupraMap,hidden behind block,Carrot_Town,,RedPlankItems,,
Coin478,CoinItem,-44298.67969,59545.74219,766.4943848,Coin,Coin_C,SupraMap,hidden behind block,Carrot_Town,,RedPlankItems,,
Coin479,CoinItem,-44450.87891,59545.74219,766.4943848,Coin,Coin_C,SupraMap,hidden behind block,Carrot_Town,,RedPlankItems,,
Coin48,CoinItem,13210,-15360,460,Coin,Coin_C,SupraMap,On big rock,Desert2,,HeightIncrease2,,
Coin480,CoinItem,-44588.24609,59547.35938,747.3948975,Coin,Coin_C,SupraMap,hidden behind block,Carrot_Town,,RedPlankItems,,
Coin481,CoinItem,-44366.33984,59545.74219,775.9473877,Coin,Coin_C,SupraMap,hidden behind block,Carrot_Town,,RedPlankItems,,
Coin482,CoinItem,-51009.85547,55394.78906,2358.030762,Coin,Coin_C,SupraMap,on top of small shower,Carrot_Town,,ForceBeam & Belt,,
Coin483,CoinItem,-51225.23047,55153.15234,2358.030762,Coin,Coin_C,SupraMap,on top of small shower,Carrot_Town,,ForceBeam & Belt,,
Coin484,CoinItem,-51400.69141,55157.78516,2358.030762,Coin,Coin_C,SupraMap,on top of small shower,Carrot_Town,,ForceBeam & Belt,,
Coin485,CoinItem,-30944.0332,-10896.91406,206.6057739,Coin,Coin_C,SupraMap,floating next to trees,After_Chapel1,,Coin284,,
Coin486,CoinItem,-31084.87695,-11289.6084,216.9758301,Coin,Coin_C,SupraMap,floating next to trees,After_Chapel1,,Coin284,,
Coin487,CoinItem,-31254.98242,-11645.62695,147.9451599,Coin,Coin_C,SupraMap,floating next to trees,After_Chapel1,,Coin284,,
Coin488,CoinItem,-31332.6582,-11935.82813,-51.80931091,Coin,Coin_C,SupraMap,floating next to trees,After_Chapel1,,Coin284,,
Coin489,CoinItem,-67720.75,51160.55469,1704.37085,Coin,Coin_C,SupraMap,next to shop,Carrot_Town,,ForceBeam,,
Coin490,CoinItem,-67720.75,51289.98047,1704.37085,Coin,Coin_C,SupraMap,next to shop,Carrot_Town,,ForceBeam,,
Coin491_10418,CoinItem,-18459.77539,40850.95313,414.3917542,Coin,Coin_C,SupraMap,below supraballers house,Before_Purple,,Strong,,
Coin492,CoinItem,-18382.60547,40824.8125,414.3917542,Coin,Coin_C,SupraMap,below supraballers house,Before_Purple,,Strong,,
Coin493,CoinItem,-18306.57227,40800.05078,414.3917542,Coin,Coin_C,SupraMap,below supraballers house,Before_Purple,,Strong,,
Coin494,CoinItem,-63090,55350,460,Coin,Coin_C,SupraMap,next to Juicer,Carrot_Town,,,,
Coin495,CoinItem,-63290,55360,460,Coin,Coin_C,SupraMap,next to Juicer,Carrot_Town,,,,
Coin496,CoinItem,-63500,55370,460,Coin,Coin_C,SupraMap,next to Juicer,Carrot_Town,,,,
Coin497_14240,CoinItem,-6107.043945,-27321.47461,2506.98999,Coin,Coin_C,SupraMap,on high stone ledge,After_Chapel2,,HeightIncrease8 & BuyForceCube_C & Prog:ForceBeam3,,
Coin498,CoinItem,-6136.099609,-27217.74023,2506.98999,Coin,Coin_C,SupraMap,on high stone ledge,After_Chapel2,,HeightIncrease8 & BuyForceCube_C & Prog:ForceBeam3,,
Coin499,CoinItem,-6168.849609,-27099.55078,2506.98999,Coin,Coin_C,SupraMap,on high stone ledge,After_Chapel2,,HeightIncrease8 & BuyForceCube_C & Prog:ForceBeam3,,
Coin49_21,CoinItem,14441,-7181,-504,Coin,Coin_C,SupraMap,next to Desert3,Desert2,,,,
Coin5,CoinItem,7295.665527,-27793.92578,345.0584717,Coin,Coin_C,SupraMap,Coin at double jump,Desert1,,HeightIncrease2,,
Coin500,CoinItem,-6194.430664,-26991.99805,2506.98999,Coin,Coin_C,SupraMap,on high stone ledge,After_Chapel2,,HeightIncrease8 & BuyForceCube_C & Prog:ForceBeam3,,
Coin501,CoinItem,-30072.13281,-29372.46289,4151.345703,Coin,Coin_C,SupraMap,,,,,,
Coin502,CoinItem,-30072.13281,-29372.46289,4350.243164,Coin,Coin_C,SupraMap,,,,,,
Coin503_25941,CoinItem,-43955.375,-46808.39453,-1243.529419,Coin,Coin_C,SupraMap,coins on gate,Blue_Crystal_Before_Gate,,BuyBelt_C,,
Coin504,CoinItem,-43806.83984,-46812.45703,-1243.529419,Coin,Coin_C,SupraMap,coins on gate,Blue_Crystal_Before_Gate,,BuyBelt_C,,
Coin505,CoinItem,-43807.63281,-46637.26563,-1243.529419,Coin,Coin_C,SupraMap,coins on gate,Blue_Crystal_Before_Gate,,BuyBelt_C,,
Coin506,CoinItem,-43952.23438,-46639.63281,-1243.529419,Coin,Coin_C,SupraMap,coins on gate,Blue_Crystal_Before_Gate,,BuyBelt_C,,
Coin507_28233,CoinItem,-7174.821777,-28903.11328,4726.291992,Coin,Coin_C,SupraMap,on high stone ledge,After_Chapel2,,HeightIncrease8 & BuyForceCube_C & Prog:ForceBeam3,,
Coin508_29145,CoinItem,-7389.958496,-29093.46094,4722.245117,Coin,Coin_C,SupraMap,on high stone ledge,After_Chapel2,,HeightIncrease8 & BuyForceCube_C & Prog:ForceBeam3,,
Coin509_29904,CoinItem,-7624.576172,-29375.47266,4709.621094,Coin,Coin_C,SupraMap,on high stone ledge,After_Chapel2,,HeightIncrease8 & BuyForceCube_C & Prog:ForceBeam3,,
Coin50_23,CoinItem,12705,-12049,443,Coin,Coin_C,SupraMap,coin on blocks,Desert2,,HeightIncrease2 or BuyBelt_C,,
Coin51,CoinItem,-25289.81641,-38982.14453,-1155.429688,Coin,Coin_C,SupraMap,in box opposite lockerroom,Suprafield,,BuyGunAlt_478,,
Coin510_30933,CoinItem,-7774.8125,-29739.68945,4715.788086,Coin,Coin_C,SupraMap,on high stone ledge,After_Chapel2,,HeightIncrease8 & BuyForceCube_C & Prog:ForceBeam3,,
Coin511,CoinItem,14987.83008,-18971.61719,3318.375977,Coin,Coin_C,SupraMap,on high stone ledge,Desert2,,ForceBeam & HeightIncrease8,,
Coin512,CoinItem,14821.3877,-19223.39063,3309.866455,Coin,Coin_C,SupraMap,on high stone ledge,Desert2,,ForceBeam & HeightIncrease8,,
Coin513,CoinItem,14652.24316,-19463.51953,3303.414795,Coin,Coin_C,SupraMap,on high stone ledge,Desert2,,ForceBeam & HeightIncrease8,,
Coin514,CoinItem,14488.42773,-19773.94141,3301.393066,Coin,Coin_C,SupraMap,on high stone ledge,Desert2,,ForceBeam & HeightIncrease8,,
Coin515,CoinItem,14357.2793,-20086.02734,3286.587402,Coin,Coin_C,SupraMap,on high stone ledge,Desert2,,ForceBeam & HeightIncrease8,,
Coin516,CoinItem,14214.77832,-20389.77734,3292.713135,Coin,Coin_C,SupraMap,on high stone ledge,Desert2,,ForceBeam & HeightIncrease8,,
Coin517,CoinItem,15285.60645,-18780.11328,3338.854492,Coin,Coin_C,SupraMap,on high stone ledge,Desert2,,ForceBeam & HeightIncrease8,,
